Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1994","1994","ha","12598","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","1994","1994","kg/ha","1111.3","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1994","1994","t","14000","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1995","1995","ha","15075","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","1995","1995","kg/ha","1651.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1995","1995","t","24901","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1996","1996","ha","14685","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","1996","1996","kg/ha","1392.3","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1996","1996","t","20446","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1997","1997","ha","12725","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","1997","1997","kg/ha","1116.9","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1997","1997","t","14213","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1998","1998","ha","12631","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","1998","1998","kg/ha","1245","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1998","1998","t","15726","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","1999","1999","ha","7197","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","1999","1999","kg/ha","389.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","1999","1999","t","2804","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2000","2000","ha","9110","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2000","2000","kg/ha","1523.9","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2000","2000","t","13883","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2001","2001","ha","10300","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2001","2001","kg/ha","1224.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2001","2001","t","12609","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2002","2002","ha","10945","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2002","2002","kg/ha","1999","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2002","2002","t","21879","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2003","2003","ha","11166","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2003","2003","kg/ha","1920.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2003","2003","t","21448","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2004","2004","ha","10184","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2004","2004","kg/ha","1440.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2004","2004","t","14672","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2005","2005","ha","10949","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2005","2005","kg/ha","2029.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2005","2005","t","22217","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2006","2006","ha","10889","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2006","2006","kg/ha","1276.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2006","2006","t","13895","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2007","2007","ha","11112","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2007","2007","kg/ha","1346","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2007","2007","t","14957","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2008","2008","ha","10755","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2008","2008","kg/ha","905.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2008","2008","t","9740","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2009","2009","ha","11000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2009","2009","kg/ha","890.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2009","2009","t","9800","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2010","2010","ha","4298","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2010","2010","kg/ha","2024.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2010","2010","t","8700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2011","2011","ha","4150","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2011","2011","kg/ha","1390.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2011","2011","t","5770","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2012","2012","ha","4600","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2012","2012","kg/ha","1802.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2012","2012","t","8290","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2013","2013","ha","9280","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2013","2013","kg/ha","1765.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2013","2013","t","16380","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2014","2014","ha","9280","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2014","2014","kg/ha","1765.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2014","2014","t","16380","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2015","2015","ha","10020","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2015","2015","kg/ha","2275.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2015","2015","t","22800","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2016","2016","ha","8730","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","0115","Barley","2016","2016","kg/ha","2256.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","0115","Barley","2016","2016","t","19700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","0115","Barley","2017","2017","ha","9343","E","Estimated value",""
